message_id,sim_time,sim_payload,sim_nonce,sim_mac,hmac_pass,freshness_pass,higher_layer_decision
196,1700005880,telemetry:196:source:85,030808,94c8fbabc3aea1ee115135118e38416dc74d1b7857783090308fbcde11d55453,True,True,pass
197,1700005910,telemetry:197:source:51,581499,941ca8022636e140853b060d657a15f6b1eac53e21f3736cbab5ffa368bd85b8,True,True,pass
198,1700005940,telemetry:198:source:109,424672,331fa0844fe7dc50f2fcf18ed0ed358e0ac75ec73ef7fad48cce02797aff0fc4,True,True,pass
199,1700005970,telemetry:199:source:87,326244,f2e9a890d05c3006bdfaeedd7bb39f3da409cd65dbfe23b012757839f184a0fa,True,True,pass
200,1700006000,telemetry:200:source:92,871810,caa7db2f8bd415a2198632e4e7ca7a382ce91b2222b9d7261e245077ca7d07b8,True,True,pass
201,1700006030,telemetry:201:source:85,737410,35f15e67cb0a06dc8321b8cfbe137f1f618909299c505a53ba0acb9c00321e36,True,True,pass
202,1700006060,telemetry:202:source:85,091542,33b55ea26d381c4cdca8664a679a0467e2fdd1ecd28cc2ac19a942e098c18c92,True,True,pass
203,1700006090,telemetry:203:source:51,862862,8013b9e5de63cc2f5fdd9b3818b4bd681f13a8b1fe102badacd9a9f02d81560d,True,True,pass
204,1700006120,telemetry:204:source:85,298827,2c04c3658cb9e6c9d3c00131a33a9b944899dd373c5dd36de027f9e30e063939,True,True,pass
205,1700006150,telemetry:205:source:51,979318,f73d66a62ab936e4bc43f65737b0c4f33a4662747224697bdfb04204fa7a3786,True,True,pass
206,1700006180,telemetry:206:source:87,303671,fe95c6f252dca70189b1d34a996930f03de26363c4bb1ba21576adcfc1a18c34,True,True,pass
207,1700006210,telemetry:207:source:51,135003,cdca0110160e31236cd033b9764bfb4fd3aea1581048f6d869cd4d2e1700ba37,True,True,pass
208,1700006240,telemetry:208:source:87,443663,247dde635343b8a7def4f1bba11c67091d9982cee8312071068278d65c738bb6,True,True,pass
209,1700006270,telemetry:209:source:109,859450,b8ee221402033fb709275f3679ab5a8e422878e79887402b7c45535ae5801b38,True,True,pass
210,1700006300,telemetry:210:source:92,367450,cf020baedf5ff04cfba0ad2512c1b58ffeb4a473f3dbf339e7f7fa4f5ca3e06c,True,True,pass
211,1700006330,telemetry:211:source:85,122198,f17594ac7e1f40b390759d8d4f16a3060a569ec666e7572a4af10b9923ed899a,True,True,pass
212,1700006360,telemetry:212:source:92,472143,0d1d2f09e488bb0346f3ca60d0581210a8047f876ad4830f7da3654a590e633c,True,True,pass
213,1700006390,telemetry:213:source:87,059230,e20d8569eb51e18e3d87013d5e40a500eb8ede97b2d0cd428c55852ad566703f,True,True,pass
214,1700006420,telemetry:214:source:109,477217,2d866cc011de72daceb1b5bcac1ef275d835434385f54d5ba2c722d4bea15612,True,True,pass
215,1700006450,telemetry:215:source:85,832781,c15b1bb882f2880a77b4fc8d1baaac879f49b537be3c7573c9bb8ae214d71525,True,True,pass
216,1700006480,telemetry:216:source:85,750687,dfc8cdad5a461bb6a9ec9e3a55845dd5820cc02a6e1dd8299c4a3afe32bacae4,True,True,pass
217,1700006510,telemetry:217:source:51,248148,cc27d75137f3c4b3ac098bbfe6c72eb407157c514d3a64e1b8d2f678c703ebec,True,True,pass
218,1700006540,telemetry:218:source:85,517533,61c66967d75454e00317e8f298dc70e4da7c45838967dab09ca179027faf06d7,True,True,pass
219,1700006570,telemetry:219:source:109,380132,8d240e7bdce1a5db7d065483d98030b0745416898ebd73bb0551fde04a970502,True,True,pass
220,1700006600,telemetry:220:source:109,163783,0d87a6b501d0df9e4e1db87d41c1d91571d149fe7b37c6a85e5c00919582d9f2,True,True,pass
221,1700006630,telemetry:221:source:87,473456,1b62b2246b36770eb0eee13cadac1039aaa5beda0e2e581325a31e91294f8470,True,True,pass
222,1700006660,telemetry:222:source:87,472926,e3b71c09b193d2e3e5a3bae5190670b765c618d228a4e0480c8ae76fc0c426e1,True,True,pass
223,1700006690,telemetry:223:source:87,115454,624a4ed1521e6fca0bf3f6ba17645120d01558ef4f16cd37f61d2f2f0a9a0d37,True,True,pass
224,1700006720,telemetry:224:source:109,296512,4437a3e5a1cbcae490a568ad367e56a48acfaf3e48feae8556d10c61bbc96af8,True,True,pass
225,1700006750,telemetry:225:source:85,046323,ad033ecefd6480f95a78a3ddefa15fc92ebc1a16e268e6a765e537152c452147,True,True,pass
226,1700006780,telemetry:226:source:87,563830,35a5489e37b94f2d5cba2a27fae3b4f51dfb7bbf6be3da333be3bfab89ce175e,True,True,pass
227,1700006810,telemetry:227:source:109,297271,c8a3e612aaa372beed897e74b145f09f8ea453a986dbf73e8f7c4bc1d0990d4f,True,True,pass
228,1700006840,telemetry:228:source:51,745059,5b32963a0d413908bf2f55ebd0e5fca2124629b6d016865ceea992ac9312d06c,True,True,pass
229,1700006870,telemetry:229:source:87,698890,ece8192c00e489d656bb8cf9b3f563ce45abcf2b5ec4339b3a90c0b356578485,True,True,pass
230,1700006900,telemetry:230:source:92,722557,4b349be83e34142a141c0cd9d79134c9999ee2520171f652c2c80a46c828903a,True,True,pass
231,1700006930,telemetry:231:source:51,962458,831c1957d47997f7ea1f912a1a515ca060fffbe48c2b820cd7ec574afa9c2953,True,True,pass
232,1700006960,telemetry:232:source:109,068610,c319df7ca56e97b933273e9181d94f1c30d02ef3cd7d0739383970f2cc40c595,True,True,pass
233,1700006990,telemetry:233:source:87,688226,52327f1b393e970302ecbd0d2549bb2d4cefc4fd9937a82b7830f7ad8bfb7dfb,True,True,pass
234,1700007020,telemetry:234:source:109,559327,241dc34b5af529894cbc83c1dcbd065963bf1ff2e95151cdf6382a92c0a65bb2,True,True,pass
235,1700007050,telemetry:235:source:87,157729,c345e967348a1e5d41e2ff95d960b38f6747fae42cc4a93f4570769a56c2be7a,True,True,pass
236,1700007080,telemetry:236:source:85,101710,785d6d6c18bfc051c3669cf627db83ba7fbecd0450b969cbaa60ab5445c4c981,True,True,pass
237,1700007110,telemetry:237:source:51,943430,a505630737daaf39e2867919ae97332e934c829d7cf1181bbec83c7b44fe7f3f,True,True,pass
238,1700007140,telemetry:238:source:51,028336,37c51a15a7a353bbcdf59dc9528944addab2be169400ec267cd19768e5cbfa9f,True,True,pass
239,1700007170,telemetry:239:source:51,923066,b591c5f2609c46e5de65606c0f6ddfe07e1e594e0f1a97292d409d0dfc414a6d,True,True,pass
240,1700007200,telemetry:240:source:51,893864,44363cf5b890f6efe72976cfe1f3d9a3473c008112a08d742d496f8de87f6f35,True,True,pass
241,1700007230,telemetry:241:source:87,042737,c173be2d7e3d967829c975ad49bf4de57645a0fe6d89ac9ee91e6253f77735bd,True,True,pass
242,1700007260,telemetry:242:source:109,839008,e4ef059557c5bd8807ef903f188ec51806d7d423e1f45040fe4db83c18020d6d,True,True,pass
243,1700007290,telemetry:243:source:92,925423,3391424c90054b2b8237ae0b2fb29da1d004c6a1155fd4a0e86bcd58dbac71a8,True,True,pass
244,1700007320,telemetry:244:source:92,226557,7ee424ebc7492ff57745cfff65afb0f6fe7be07defba01cc810dbdc0d1638190,True,True,pass
245,1700007350,telemetry:245:source:109,334705,8e0287ca3c62eb9571c3ef8a265b59049534951b282638bf83330c58c22eae3d,True,True,pass
246,1700007380,telemetry:246:source:87,005845,71baeb7ddd556a0470d63f893177563e8830c8a099401182fecbb2c179422257,True,True,pass
247,1700007410,telemetry:247:source:109,923342,a9ff4e0e2867ce1ad1ebe5e8eeadfcff247f94de062fee64d44eb674f90b0047,True,True,pass
248,1700007440,telemetry:248:source:51,029541,c64eb2d02e16c68c0296fcf85224d1c8b030b3d6827d8ea00574b5fb13197516,True,True,pass
249,1700007470,telemetry:249:source:87,372577,b0b84c7c9d77df10c923e58de80ce8db9936df043239f491d02ee29a1daff29b,True,True,pass
250,1700007500,telemetry:250:source:109,941554,afb07e87e4386e16181d212676309c06fec418ee177550659125b75667903cd4,True,True,pass
251,1700007530,telemetry:251:source:85,997232,847476931dbafd58feeebf36f611fd5b4bd72be432eecd50d19dca3b751128d3,True,True,pass
252,1700007560,telemetry:252:source:109,277215,994d3d2ff9d5089360d0fe3b894af414e4b9f9f3e7f6bdb4eaaf00bab68c6ce9,True,True,pass
253,1700007590,telemetry:253:source:92,201154,8b73edfdf81c6e9860339f06b9966dc314b308f8d80bec30474c174523d81882,True,True,pass
254,1700007620,telemetry:254:source:92,755742,b396e05d34bcae14b2b73e294d41c8ea34218763c1e82fc29f6ed723f0eb0edf,True,True,pass
255,1700007650,telemetry:255:source:109,178541,43dc08c6ff9459fa3386172e7575fcd08b2eadd793f0b519c4036e140775f780,True,True,pass
256,1700007680,telemetry:256:source:92,477153,5e7c14d8f54ac2581d082fde445a5f7f64a8ae05ee6ac3eea5dea0f51702e2ed,True,True,pass
257,1700007710,telemetry:257:source:51,027537,931683b1639e80bc51112313fef24512fd4a69dfd9036d2d4fc86ee95252f99e,True,True,pass
258,1700007740,telemetry:258:source:85,059457,f9762d6e4aec1cdd3bc26b7d318d536b8e7cf2ff3d9eaf3025ed27842babded7,True,True,pass
259,1700007770,telemetry:259:source:92,475950,4a056ac9cd82d71fe765aec05eb4be04a81c305f1d9085af2a92505c056f1528,True,True,pass
260,1700007800,telemetry:260:source:109,811489,b1a1ac29f9aee9be963f8f3f37965b3aaf692a7193226ed0bd1cee60fcb5d542,True,True,pass
261,1700007830,telemetry:261:source:109,531011,b0a5ced2ec02ff7cd2bf55e108242b218753cef476765f36c8d9ff9263c04f86,True,True,pass
262,1700007860,telemetry:262:source:51,096502,74f6b7f5fc7faf1569188ebdaecff19fda62df7471ca8336e67614ea84b8d9f7,True,True,pass
263,1700007890,telemetry:263:source:85,699298,6fb7b29b3f4d07d0b9fc27e1a8f893301e0e5ec8500f8ef92e65f7d624124813,True,True,pass
264,1700007920,telemetry:264:source:92,094562,3d76a8e9d29f7d12ddb7ff45f637091be37edecf3de3441a28cbfd09173ef1bc,True,True,pass
265,1700007950,telemetry:265:source:85,186701,1f423a246e43aaa497e03e52d42de152e4b2c7b881ca642c05c19745ea4a19bd,True,True,pass
266,1700007980,telemetry:266:source:51,532224,e07a465de979cca08b6a35da7a5a23a7ea7b1c60c7ea19314f6c7985d12398cf,True,True,pass
267,1700008010,telemetry:267:source:85,384174,ddc4e9ad93e892270b09ed5e2928e228703b92f2dc6f245b16734d6331954e0c,True,True,pass
268,1700008040,telemetry:268:source:109,910927,26a2c4f4e9c4465f056326d44c44257d7b83ceef6a03fa427cf31ae817201412,True,True,pass
269,1700008070,telemetry:269:source:87,307218,c55aa80cacc3a5b00ade9cd145eb1306c70cd0c4bff88b7a5dc512f2bce92378,True,True,pass
270,1700008100,telemetry:270:source:51,281081,d17e5a9c8967f69434b32b9bf20e9e4c0be1e94baadd2a9146cd2d7cdb566bed,True,True,pass
271,1700008130,telemetry:271:source:87,158890,caf652194ae08a8ee5cd632f5482d5e7fc3f8ea04c8824094b19bdbf3ceae535,True,True,pass
272,1700008160,telemetry:272:source:92,929668,baf4a7e7802556a75b556421eea1355e7286eccac9abbcd6e4febb9fa0cb6a8a,True,True,pass
273,1700008190,telemetry:273:source:87,503407,fd0855f59573687e7ade6ea7312a2dcbff6a6e5061e34bf651bde81d58685760,True,True,pass
274,1700008220,telemetry:274:source:87,734722,a00b240d168e91430295ecb404b96a3f5dd7bf28f1b5508c1890e7212b22399a,True,True,pass
275,1700008250,telemetry:275:source:85,268593,491276814f59f5e80f745de4000748d392f65af1b81c4db2e5e86979cf502b56,True,True,pass
276,1700008280,telemetry:276:source:87,283707,960f4f93bf6f3870f1b576d2ec3a827a0cf76240b02d2f04c8017e4fdcfb5bb2,True,True,pass
277,1700008310,telemetry:277:source:51,813448,75abe576ddf14fc63cd7223d11e98c266e4a36eea04feded2e895c7aefa57dd8,True,True,pass
278,1700008340,telemetry:278:source:51,917511,bb5aefe3619a50f00f475b8e45d143ad5b92f690d4f63339be72961e1aab37ec,True,True,pass
279,1700008370,telemetry:279:source:85,035366,d68145ef04c2aa3aa97c8ec84bce592fa09dbdd948e898782281a382699f64a5,True,True,pass
280,1700008400,telemetry:280:source:109,972655,f8535be8e78ce9ad2b1a8e1c8c7dba4bd6d0858412d4b88b1b47404a756f3a81,True,True,pass
281,1700008430,telemetry:281:source:51,263993,44aba8dad8aafc92caa824f4a8ef0b77f5e0546cdef3fbadaa7821bb64c00520,True,True,pass
282,1700008460,telemetry:282:source:109,504023,328e2720467057ab8d9891859d1959a976176ba414b7a7f6f35fd7f28872c57c,True,True,pass
283,1700008490,telemetry:283:source:85,815952,655fe11a1cb85937ded5a5f726e12c32fb005eb8f945773ba33daef31540e47c,True,True,pass
284,1700008520,telemetry:284:source:85,382988,c0a4e461eba520ea5a1688f2a3fdc710f06d484f4dbf476f273eaa242d15088e,True,True,pass
285,1700008550,telemetry:285:source:109,510150,e954cb15d443cc0a5743089fb37f0cfd1cc896a8bec5e220235c20bc92f38326,True,True,pass
286,1700008580,telemetry:286:source:87,981383,3e981118e1f05df0343a45c654737b94c2437ecdda4cf7b4a92a53a2cde3e662,True,True,pass
287,1700008610,telemetry:287:source:87,561896,39717f23c639b3ce70e1a491dc6df7645b14a0cc27f1dc59767a4828c542af02,True,True,pass
288,1700008640,telemetry:288:source:85,281044,9033990f00da2d9f0efa15f5662cee0a4ce936db6795b865d1bc6e9ef229fe82,True,True,pass
289,1700008670,telemetry:289:source:109,626111,0c26b57f95c1bb79abfe6449e6f52ddb53d925b12a05e852d3d2bf415c49f160,True,True,pass
290,1700008700,telemetry:290:source:109,179731,9557ed427f651c863c52197c4f33b490638ba6fe244060a6a317e11b1f8c635f,True,True,pass
291,1700008730,telemetry:291:source:85,534313,3632ccf0a5be64c18220633a28aadfec7b0f6c29b075d64532326efccd033faf,True,True,pass
292,1700008760,telemetry:292:source:87,737157,05cb0d076bd9296024f0931bbcc1e2d96d216781970c40c82b96552f20652bf2,True,True,pass
293,1700008790,telemetry:293:source:51,327135,4fa43a3a2118e689264e958f26220edfa20467bfb97185152419b17036921082,True,True,pass
294,1700008820,telemetry:294:source:109,700490,a90e144d74885689d70fb5a0c3b29d1d70f11ba212176c999523b370b2587648,True,True,pass
295,1700008850,telemetry:295:source:109,850471,a91072e39c1b9c1fadeebf6e2cce67476312079a9f82398966236a6017852ef1,True,True,pass
296,1700008880,telemetry:296:source:92,354643,f6f5d23d3bc961e8296d64826f304defd098e5717f7479e29a2a35d67a735839,True,True,pass
297,1700008910,telemetry:297:source:51,396468,058e3296bbc4da4a2a79ddd40671d0899b803f29242e8b34a2cb2ac24f234384,True,True,pass
298,1700008940,telemetry:298:source:109,227994,3fd879c1118d90a67882d5f0cb1055c11350df84c406b1a2e7a98b5676f8316c,True,True,pass
299,1700008970,telemetry:299:source:87,873252,f2db50831122882852b8657dd742b763d701a2d5aa1b712c1afb326efc621699,True,True,pass
300,1700009000,telemetry:300:source:109,497643,682010269b818faf045878fcaeb2606c4f34a0f08c47c6f025de92eefe32099d,True,True,pass
301,1700009030,telemetry:301:source:109,840254,5ba25bac4c844b42245e2aa06633f5436839e90594badeeee71194482a8df94a,True,True,pass
302,1700009060,telemetry:302:source:87,694190,e7be243df3299e2a6866e3e4afe202e2342fa661426e94d00ea6caab406d57cf,True,True,pass
303,1700009090,telemetry:303:source:85,199710,c01716f27aef16a179f7dfa5864e56b9ed192570be00d409d00f2dd556846a5c,True,True,pass
304,1700009120,telemetry:304:source:109,782264,1bb2c10cc7330329a7d360b4f94619ddd538af8c2b47a8eadf5cb55186b1cade,True,True,pass
305,1700009150,telemetry:305:source:92,706922,0d0eecabcfa85956f96beb2780474ff68bb04bcff77574ab8a5fe1fb68a7e6fc,True,True,pass
306,1700009180,telemetry:306:source:109,397135,561703ee3f6747415b6188f0a6813e657b423bafe013c2e60480a1555e65f277,True,True,pass
307,1700009210,telemetry:307:source:51,546303,d4f7bc9fecdbf6e97b86ae7774ec528daebf203c9ebc202ac548ee9524113477,True,True,pass
308,1700009240,telemetry:308:source:85,621122,9fc07d78060cfcde62760cbd4bd7d1f6dc069ac0d4bf12b6cc6631774d44c2ec,True,True,pass
309,1700009270,telemetry:309:source:109,644629,0ad08c57c49e37f722d426bc97e6e72bd825c2dee025a9973cd2406011e0213a,True,True,pass
310,1700009300,telemetry:310:source:92,471800,d127f17a500c011994c15a6ada744a6e31b1873e6088bf4d58d9e4d174f3406f,True,True,pass
311,1700009330,telemetry:311:source:92,475468,763158743c9b47a31622480478cf3c96cf69ef31ffaa919edeb61b2460584b03,True,True,pass
312,1700009360,telemetry:312:source:87,343677,fd2507fa4467bdd802eef999b2fb264b5dab349cc38b7aa0b736d5eabe74c38b,True,True,pass
313,1700009390,telemetry:313:source:51,421674,64f2a114981fb0be7e0623c98b3e05369bd464b31f2d6bc67ae24f37a63252a7,True,True,pass
314,1700009420,telemetry:314:source:85,813630,816a20fc4e5c94058567bffd04e714670a5692faf27f67a5362650b682786609,True,True,pass
315,1700009450,telemetry:315:source:87,078782,5809c3bf8fd3fec424f5021aa187746f6798c694ec95504d289e6a3bcef0925d,True,True,pass
316,1700009480,telemetry:316:source:92,053739,2de17fc76f7b37e158009015aab90552820f47c0e3e3b2831e873147b1313eb6,True,True,pass
317,1700009510,telemetry:317:source:85,283870,d182ef85a3c4f0349c38f44a1c986ce4501652ec816636712178084105a439ff,True,True,pass
318,1700009540,telemetry:318:source:109,430759,a3fa30b2fae17820df85a451fcc35967bff44bb477833362b9a634d63d825ca0,True,True,pass
319,1700009570,telemetry:319:source:92,982265,9909ddab23f0968106068d628ebb79d1da1c81568c055c26f03119d0770baa61,True,True,pass
320,1700009600,telemetry:320:source:87,024072,df3107c542629d591b99ea2d8af524e04ec551abdde4b6f5476857104699ab59,True,True,pass
321,1700009630,telemetry:321:source:92,759795,03e7d9a2458e0d596bea8e06cd8c9da2fe216b8c8bd7b34250e036c24b598192,True,True,pass
322,1700009660,telemetry:322:source:85,320883,81b833666feb8dcea72aa0fed57749c7d7e0e9bb4857de442e371ebe9246a8e2,True,True,pass
323,1700009690,telemetry:323:source:87,721521,c73acfe692e932869497aa4aec8f6ae2cb933fe14f44b7c746960c66a5885c6a,True,True,pass
324,1700009720,telemetry:324:source:87,999836,e1e9655a0f5ddd8d33da373f31386776bea07e230384f7088d89ba5f69492194,True,True,pass
325,1700009750,telemetry:325:source:109,828291,1e8f7b195ff0fc1736f38c04b46a0022a893a62ae04894bdf95b491926c70ea8,True,True,pass
326,1700009780,telemetry:326:source:85,544537,a34f5ebfce6d372ac637f0d96ecf7cc4d68e90089fdf6c428b9645a445f31bda,True,True,pass
327,1700009810,telemetry:327:source:85,511577,479c762914654088885e5f876bda0527da93ca49deddc8b62ef5c7830425614a,True,True,pass
328,1700009840,telemetry:328:source:51,108236,03af8f5ec0f9d175c80403025ec4fb691ab6639b830244f405e20d90d53fcb30,True,True,pass
329,1700009870,telemetry:329:source:87,103307,cb17780f18b895c8ebdfd28d4990001a28e03ccff3d6fb0bcdce53547ca28709,True,True,pass
330,1700009900,telemetry:330:source:109,445996,2919c57ac570a5714199b0e8ebe01e00fbd51944fb0f4fee95e16b8cebb7a3d4,True,True,pass
331,1700009930,telemetry:331:source:85,835097,140725fe5219ba6cd9a35e85ac0e8004d1c79fe8746dc1742b934ca81d44248f,True,True,pass
332,1700009960,telemetry:332:source:92,476374,698605683175e651c2f0b75a196d0ff2d5e178394593e7d103224e27cf8e7a3b,True,True,pass
333,1700009990,telemetry:333:source:87,634357,f313669fe9737406fd58c50528219e0f7c4cf475773243e4f4c26cbfa6a6c715,True,True,pass
334,1700010020,telemetry:334:source:85,308393,dc004b9036dfa7415ca90d31ffdc8877cb2b2f229317ec2d63b6ab26702e4d99,True,True,pass
335,1700010050,telemetry:335:source:85,679074,44cfba0d53eed30b28456d0a537268068990d1a70fb6ab12ab5cff57c8fb68aa,True,True,pass
336,1700010080,telemetry:336:source:92,172702,cd0f1d5ffe835dbd1363b98ff9e7541d723b777f219bfd17d59914ee90ac8abd,True,True,pass
337,1700010110,telemetry:337:source:51,135319,956a66342825a6970922b12484686c00c92af183b845a15eefc6214c4343160b,True,True,pass
338,1700010140,telemetry:338:source:85,541689,a6705cc2ecd3dde834b15e0849647cb143c90522c752f7aa4129ae7452a835a5,True,True,pass
339,1700010170,telemetry:339:source:51,383383,f6ea0cac3dc4a4d44418a32d8d45d02266be32c3194242d370504eb72c52a3c7,True,True,pass
340,1700010200,telemetry:340:source:109,309372,2e6978c84e4e0492298e9ed6b0c5d421114c8b5d3f073bb6eae94635518642ad,True,True,pass
341,1700010230,telemetry:341:source:109,639697,2d1dc95eff6a3ec589316dbd846ff0947e1ded16a8ea8581c3c5e8cad5d88fae,True,True,pass
342,1700010260,telemetry:342:source:87,934370,8139698df4959f5c96161a2bc98239d5948dc4b455eb3bf207f4349fee4869d4,True,True,pass
343,1700010290,telemetry:343:source:109,972472,bd5839eb27ffd09e2fbcf4ad96ffda8695bfcfa938859815c7709739658e4fc5,True,True,pass
344,1700010320,telemetry:344:source:87,441285,0fddff634f5017ff307db08fcb8f3e4d68caf5a48c5aac54a93d2a466d1ea152,True,True,pass
345,1700010350,telemetry:345:source:109,857454,eb5218f641fbe365bff6d75a59dc6022b92b74801ddeb477a80888a9486dbd6f,True,True,pass
346,1700010380,telemetry:346:source:85,250953,327fb8c0371280c6e59d085e292cdb1cbecc2c7e2f085ca80292f63dc44d47b6,True,True,pass
347,1700010410,telemetry:347:source:51,092488,f135646684ab859cafaa1c4933bb9ab10ac83ad68d9c28025229f40fee53d439,True,True,pass
348,1700010440,telemetry:348:source:85,583714,da07d55c8138323a3beb2a4803a3bb3e511d4c64402a001aa90706de0e5dd7a9,True,True,pass
349,1700010470,telemetry:349:source:87,550178,324dc5932ad764d3cf8c4d1450c03d95161c138928ada74a70c02e7789d572a7,True,True,pass
350,1700010500,telemetry:350:source:85,712983,a5fbb0cbb54f17802adf004296ed43dcb3fe27d1ca705624bcaaf676abe39793,True,True,pass
351,1700010530,telemetry:351:source:85,261952,45d156d4ae9380171df2fbca0e51a3974985ace07213569f337fbb1a2473642a,True,True,pass
352,1700010560,telemetry:352:source:85,122430,edb82c5f1a0975799a6ce1d118d8945b452281a2cebd464b980f020f7485cbbc,True,True,pass
353,1700010590,telemetry:353:source:85,149714,ae732bc09b8f0135a72002604bdb62e95ec6c23c382ff51b8e89c5c3dbe875e1,True,True,pass
354,1700010620,telemetry:354:source:85,204182,d404a56323aabc7023068a869310e70276aa4814b0ef8a4ca3378d780482da57,True,True,pass
355,1700010650,telemetry:355:source:51,734941,901fc534a4e0393cc8b0ea52002ee5ccdb21e93471c7a0afdf6268e474d12e8f,True,True,pass
356,1700010680,telemetry:356:source:87,671841,029924e267eac7c3abc1f12c34f0e7985c1eabe207fd43ce9b93f36baad27d6a,True,True,pass
357,1700010710,telemetry:357:source:51,511991,18403dfc70423a4d47b928eaa258e33c38de67369db473f1fb0b5a02d5645ba4,True,True,pass
358,1700010740,telemetry:358:source:51,289321,c2bc2a44216911bee60b0e60d0312a6732131169d7faa30b2375068a48684c71,True,True,pass
359,1700010770,telemetry:359:source:109,140454,cc7ae450619314f3579475d03f00713c40f805423b0c933cc6eeeaf947ea0609,True,True,pass
360,1700010800,telemetry:360:source:87,827720,ec0a2cd7abd3a0c3ec2f3527c7baec856ff57db13db11ad928636477af996a33,True,True,pass
361,1700010830,telemetry:361:source:85,190297,eb319d2afa0f712dc04fa8c75b8cdf5bfd92f951884945dda2682a743c56032b,True,True,pass
362,1700010860,telemetry:362:source:109,738578,479674e54e4e4cb66ae6e1506af1801cad657a91322292dfcab290f612d4c723,True,True,pass
363,1700010890,telemetry:363:source:92,429681,1bab56289f1373bace6f0c0eb00baf37b4ad34b92ec030e7f2feb86745e88ad3,True,True,pass
364,1700010920,telemetry:364:source:51,086134,157aad9ff108a179ab3123b729b6643728845f28e2866984371767738995df49,True,True,pass
365,1700010950,telemetry:365:source:92,622016,84c65c5bb4df8d2f50306b968f7d1feb0627f94e7c0d589c536aa0320c5a6c40,True,True,pass
366,1700010980,telemetry:366:source:85,737143,777c2eda8a1f2aaabbc5b76c9d4230df4a8ef863f4204c68ee36175627f26497,True,True,pass
367,1700011010,telemetry:367:source:109,546099,ee92accc0d66795f8d06224ac65f17c890c736b8f981af336868f4cb5c62d320,True,True,pass
368,1700011040,telemetry:368:source:51,879769,75ad92e090f1994c8e38163cfefc97b07d73ece5474f850da85f50957071644b,True,True,pass
369,1700011070,telemetry:369:source:87,294229,1dca13bd2769d058db76ff4de9fa52564b400be671aa7b90513f70b027c8cef5,True,True,pass
370,1700011100,telemetry:370:source:87,960026,bc05c233ca36c4e897895ec5748c964e17019657dcde9218da5ad973e7123ee4,True,True,pass
371,1700011130,telemetry:371:source:51,674796,caf13e6cccd681bbc1102ea994744dd94623e7d4d4fe6502347b33b0a6bcf075,True,True,pass
372,1700011160,telemetry:372:source:51,535176,fd3b081224a34fdf3d573063f4970fc369f26bc0075cd141a5d48bd31d0aad3c,True,True,pass
373,1700011190,telemetry:373:source:109,704387,0601203715bf0ff383db9b7db3ea908fcfff3b7ddb410d3969eff7d1e5ddc447,True,True,pass
374,1700011220,telemetry:374:source:92,160182,3c9d623aa3b1add9646dde82c7063717cdb7f2a9b4d0df2c87b501ef4a85d094,True,True,pass
375,1700011250,telemetry:375:source:51,073214,69db5a10b437955ac94499ecd7c56c1024e7a4e4f9f72ebc3b5eaed8ee67bfc4,True,True,pass
376,1700011280,telemetry:376:source:92,782596,aa4e213240738f952fc05d85a6e82e2cf1fd08720ac816b03fa650d54e476037,True,True,pass
377,1700011310,telemetry:377:source:92,030306,11961a2ee938e9e6f04e551b5ad8f2c6fee5dd8d338de00ac4da62bd5bc6ddf5,True,True,pass
378,1700011340,telemetry:378:source:109,438135,8b61bd51631e68b6aaf3a4a9d1a33bf734b63d77a5ea1bac405f4cc700236bf2,True,True,pass
379,1700011370,telemetry:379:source:51,871131,399277bdc9e5dd0b67e2f7582b683113368c5bf57f46d94088e89eb314899f34,True,True,pass
380,1700011400,telemetry:380:source:87,225771,3d6563fb488e70f625bb2908b9e05c5a573fc7c73ade29c087009aa87a4be95d,True,True,pass
381,1700011430,telemetry:381:source:92,422699,e69c3307d3e9e75d1ddc5cb113df826efc9fa259e78688dd72a521aa97653c8a,True,True,pass
382,1700011460,telemetry:382:source:109,032141,aa1c77ca2e08cbbbb7d28d821b8348e97c1dc5dbd6ae8fe98ba8feb6ba4a3409,True,True,pass
383,1700011490,telemetry:383:source:92,253266,6c656198f1757acd08a3781d48218d927e050ab07eb5362d570a317a3f6c64ca,True,True,pass
384,1700011520,telemetry:384:source:85,220062,08a43836ea387e813d77ccdc55e015d7b501e1429beb2cd9bda5000146d370d6,True,True,pass
385,1700011550,telemetry:385:source:92,089223,38932a6879f7015bcb2b17af4b6506054bb645bd216291517d6b65646044ea57,True,True,pass
386,1700011580,telemetry:386:source:51,502116,ec691b581e59a5dabae55a991f88e19b38bd4e7d782c6100f7ae7d0e69251960,True,True,pass
387,1700011610,telemetry:387:source:85,985258,ff1aeb2228f0485ab45ced8343c8703d430ee3e59684c65d73410fd776680c18,True,True,pass
388,1700011640,telemetry:388:source:85,399062,acd4ad92934aee8716d9c92586e0f7cf68f8bf44158589138a0022f0169be99a,True,True,pass
389,1700011670,telemetry:389:source:87,104386,ed953d44454c2e3b8f89ef6a7da6503222d14d7126fc0c6745bbf9db86e4534b,True,True,pass
390,1700011700,telemetry:390:source:87,409588,eabb2b3e0acbf91f429ba8fccb75d8d2477ce8fa523ee5f440cb102e6f9df093,True,True,pass
391,1700011730,telemetry:391:source:109,833073,fb068a8b281944ebf9f7474fcd9fce41600ae22a435cd76fac791b9b8c33c9be,True,True,pass
