message_id,source_row_index,true_satellite,claimed_satellite,rf_predicted_sat,rf_confidence,rf_matches_claim,openset_score,model_name,feature_set,n_features,split_type,test_fraction,random_seed,rf_n_estimators,rf_scaled,rf_test_accuracy
222,1651,87,87,85,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
223,3976,87,87,85,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
224,379,109,109,51,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
225,3792,85,85,92,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
226,790,87,87,87,0.34,True,0.34,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
227,5029,109,109,92,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
228,2211,51,51,92,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
229,4565,87,87,51,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
230,3143,92,92,85,0.38,False,0.38,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
231,2156,51,51,51,0.235,True,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
232,2434,109,109,92,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
233,5535,87,87,85,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
234,395,109,109,109,0.31,True,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
235,5550,87,87,87,0.25,True,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
236,10,85,85,109,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
237,3410,51,51,85,0.365,False,0.365,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
238,3459,51,51,87,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
239,6072,51,51,51,0.235,True,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
240,6159,51,51,85,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
241,674,87,87,87,0.27,True,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
242,4263,109,109,87,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
243,5784,92,92,92,0.255,True,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
244,5950,92,92,51,0.405,False,0.405,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
245,2385,109,109,109,0.3,True,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
246,4609,87,87,51,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
247,4350,109,109,87,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
248,4183,51,51,87,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
249,5634,87,87,85,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
250,4309,109,109,109,0.315,True,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
251,4432,85,85,87,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
252,5131,109,109,85,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
253,5766,92,92,85,0.42,False,0.42,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
254,149,92,92,92,0.275,True,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
255,5164,109,109,87,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
256,5826,92,92,51,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
257,2220,51,51,92,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
258,2806,85,85,92,0.345,False,0.345,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
259,4760,92,92,51,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
260,1420,109,109,92,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
261,1247,109,109,85,0.32,False,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
262,2338,51,51,109,0.455,False,0.455,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
263,5416,85,85,85,0.325,True,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
264,3368,92,92,109,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
265,3787,85,85,92,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
266,5935,51,51,85,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
267,2804,85,85,87,0.345,False,0.345,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
268,5070,109,109,109,0.29,True,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
269,5456,87,87,109,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
270,2221,51,51,85,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
271,3089,87,87,87,0.285,True,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
272,5901,92,92,109,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
273,1770,87,87,109,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
274,5515,87,87,109,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
275,5323,85,85,85,0.45,True,0.45,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
276,765,87,87,87,0.31,True,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
277,4228,51,51,51,0.275,True,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
278,4881,51,51,51,0.325,True,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
279,624,85,85,92,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
280,1423,109,109,109,0.295,True,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
281,2222,51,51,109,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
282,3740,109,109,92,0.24,False,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
283,545,85,85,85,0.35,True,0.35,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
284,2828,85,85,92,0.245,False,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
285,3673,109,109,85,0.46,False,0.46,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
286,5420,87,87,92,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
287,4522,87,87,109,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
288,3838,85,85,85,0.415,True,0.415,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
289,260,109,109,109,0.295,True,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
290,3710,109,109,87,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
291,3773,85,85,92,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
292,3009,87,87,92,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
293,2197,51,51,85,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
294,310,109,109,109,0.27,True,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
295,2282,109,109,92,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
296,5801,92,92,109,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
297,6002,51,51,87,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
298,3647,109,109,85,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
299,4500,87,87,92,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
300,3738,109,109,109,0.315,True,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
301,5139,109,109,85,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
302,3090,87,87,109,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
303,2733,85,85,92,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
304,2291,109,109,51,0.36,False,0.36,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
305,3366,92,92,87,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
306,2377,109,109,51,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
307,3568,51,51,87,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
308,4396,85,85,85,0.265,True,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
309,5023,109,109,51,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
310,3284,92,92,109,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
311,4067,92,92,85,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
312,1802,87,87,85,0.585,False,0.585,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
313,2144,51,51,87,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
314,561,85,85,85,0.34,True,0.34,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
315,4499,87,87,87,0.275,True,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
316,5824,92,92,109,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
317,2734,85,85,109,0.24,False,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
318,5046,109,109,109,0.285,True,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
319,2101,92,92,87,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
320,752,87,87,85,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
321,3148,92,92,51,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
322,1697,85,85,85,0.31,True,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
323,4598,87,87,85,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
324,2933,87,87,51,0.245,False,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
325,3670,109,109,85,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
326,2298,85,85,92,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
327,526,85,85,51,0.23,False,0.23,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
328,1129,51,51,51,0.26,True,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
329,3084,87,87,109,0.37,False,0.37,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
330,5182,109,109,109,0.395,True,0.395,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
331,2888,85,85,85,0.31,True,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
332,2326,92,92,92,0.27,True,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
333,5637,87,87,85,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
334,1648,85,85,87,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
335,5357,85,85,92,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
336,5730,92,92,85,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
337,210,51,51,92,0.24,False,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
338,5220,85,85,87,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
339,2237,51,51,92,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
340,2688,109,109,109,0.32,True,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
341,294,109,109,92,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
342,776,87,87,87,0.225,True,0.225,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
343,308,109,109,51,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
344,94,87,87,92,0.24,False,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
345,4256,109,109,92,0.44,False,0.44,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
346,1557,85,85,92,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
347,2162,51,51,87,0.23,False,0.23,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
348,4439,85,85,109,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
349,798,87,87,87,0.285,True,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
350,2627,85,85,85,0.26,True,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
351,5293,85,85,85,0.23,True,0.23,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
352,5345,85,85,85,0.26,True,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
353,3827,85,85,51,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
354,509,85,85,85,0.31,True,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
355,4943,51,51,51,0.245,True,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
356,675,87,87,109,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
357,5955,51,51,85,0.38,False,0.38,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
358,1079,51,51,87,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
359,4354,109,109,109,0.305,True,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
360,5483,87,87,51,0.48,False,0.48,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
361,1673,85,85,85,0.245,True,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
362,1506,109,109,85,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
363,864,92,92,109,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
364,4953,51,51,51,0.435,True,0.435,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
365,995,92,92,85,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
366,3899,85,85,87,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
367,1288,109,109,85,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
368,4949,51,51,109,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
369,5726,87,87,85,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
370,78,87,87,92,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
371,6057,51,51,87,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
372,6134,51,51,87,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
373,1302,109,109,92,0.295,False,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
374,4045,92,92,92,0.325,True,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
375,1050,51,51,109,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
376,4058,92,92,92,0.33,True,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
377,3340,92,92,87,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
378,5047,109,109,51,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
379,2206,51,51,92,0.355,False,0.355,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
380,698,87,87,51,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
381,5928,92,92,92,0.345,True,0.345,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
382,2539,109,109,51,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
383,2034,92,92,92,0.29,True,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
384,2880,85,85,92,0.32,False,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
385,4147,92,92,109,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
386,5972,51,51,85,0.395,False,0.395,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
387,33,85,85,87,0.32,False,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
388,2755,85,85,109,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
389,5510,87,87,92,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
390,1806,87,87,51,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
391,1227,109,109,51,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
392,4392,85,85,87,0.37,False,0.37,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
393,670,87,87,109,0.345,False,0.345,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
394,2065,92,92,85,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
395,1523,85,85,92,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
396,875,92,92,85,0.365,False,0.365,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
397,5848,92,92,92,0.24,True,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
398,4047,92,92,51,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
399,4089,85,85,92,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
400,1328,109,109,92,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
401,2087,92,92,51,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
402,5546,87,87,87,0.335,True,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
403,724,87,87,85,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
404,506,85,85,92,0.34,False,0.34,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
405,5319,85,85,85,0.275,True,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
406,4894,51,51,87,0.38,False,0.38,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
407,5038,109,109,109,0.29,True,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
408,744,87,87,87,0.37,True,0.37,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
409,4604,87,87,109,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
410,1277,109,109,109,0.36,True,0.36,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
411,3543,51,51,109,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
412,916,92,92,87,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
413,4799,51,51,87,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
414,3188,92,92,87,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
415,4952,51,51,51,0.225,True,0.225,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
416,167,92,92,87,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
417,4071,51,51,85,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
418,1567,85,85,109,0.36,False,0.36,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
419,2998,87,87,87,0.3,True,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
420,229,51,51,109,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
421,3256,92,92,109,0.32,False,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
422,495,85,85,51,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
423,4020,92,92,92,0.26,True,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
424,1194,51,51,51,0.24,True,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
425,3606,51,51,51,0.335,True,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
426,1121,51,51,85,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
427,3467,51,51,51,0.5,True,0.5,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
428,3537,51,51,92,0.295,False,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
429,2954,87,87,85,0.295,False,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
430,2980,87,87,87,0.33,True,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
431,1452,109,109,87,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
432,296,109,109,85,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
433,2837,85,85,51,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
434,120,92,92,51,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
435,5524,87,87,85,0.225,False,0.225,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
436,4498,87,87,85,0.37,False,0.37,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
437,3189,92,92,87,0.34,False,0.34,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
438,4950,51,51,87,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
439,3460,51,51,51,0.23,True,0.23,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
440,3473,51,51,85,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
441,3051,87,87,109,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
442,1132,51,51,85,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
443,4299,109,109,92,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
444,801,87,87,85,0.24,False,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
445,1216,109,109,92,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
