message_id,true_satellite,claimed_satellite,rf_predicted_sat,rf_confidence,rf_matches_claim,openset_score
718,87,87,85,0.2867,False,0.2867
719,87,87,51,0.2967,False,0.2967
720,51,51,92,0.2867,False,0.2867
721,85,85,87,0.2433,False,0.2433
722,92,92,85,0.2633,False,0.2633
723,87,87,51,0.2433,False,0.2433
724,51,51,85,0.3267,False,0.3267
725,85,85,92,0.3167,False,0.3167
726,85,85,109,0.24,False,0.24
727,51,51,85,0.2333,False,0.2333
728,87,87,109,0.2767,False,0.2767
729,92,92,109,0.2867,False,0.2867
730,85,85,87,0.24,False,0.24
731,51,51,87,0.3833,False,0.3833
732,92,92,92,0.26,True,0.26
733,92,92,87,0.28,False,0.28
734,51,51,87,0.5167,False,0.5167
735,92,92,92,0.2467,True,0.2467
736,85,85,87,0.31,False,0.31
737,92,92,85,0.3167,False,0.3167
738,109,109,109,0.36,True,0.36
739,87,87,109,0.23,False,0.23
740,51,51,92,0.32,False,0.32
741,87,87,87,0.2533,True,0.2533
742,51,51,85,0.2533,False,0.2533
743,92,92,85,0.2767,False,0.2767
744,51,51,85,0.34,False,0.34
745,92,92,109,0.26,False,0.26
746,87,87,87,0.2467,True,0.2467
747,109,109,85,0.2467,False,0.2467
748,109,109,87,0.26,False,0.26
749,51,51,87,0.2533,False,0.2533
750,109,109,51,0.2633,False,0.2633
751,109,109,109,0.35,True,0.35
752,92,92,109,0.29,False,0.29
753,109,109,87,0.3067,False,0.3067
754,109,109,109,0.2533,True,0.2533
755,85,85,51,0.28,False,0.28
756,87,87,85,0.3233,False,0.3233
757,87,87,92,0.2733,False,0.2733
758,51,51,92,0.2967,False,0.2967
759,109,109,109,0.4,True,0.4
760,109,109,109,0.3033,True,0.3033
761,51,51,87,0.2667,False,0.2667
762,51,51,109,0.2733,False,0.2733
763,92,92,51,0.2467,False,0.2467
764,92,92,92,0.24,True,0.24
765,51,51,109,0.2267,False,0.2267
766,92,92,109,0.24,False,0.24
767,92,92,109,0.2933,False,0.2933
768,51,51,92,0.2467,False,0.2467
769,109,109,85,0.26,False,0.26
770,85,85,85,0.24,True,0.24
771,51,51,87,0.28,False,0.28
772,109,109,109,0.2667,True,0.2667
773,92,92,51,0.2667,False,0.2667
774,87,87,85,0.2533,False,0.2533
775,51,51,85,0.31,False,0.31
776,87,87,109,0.3033,False,0.3033
777,109,109,87,0.3333,False,0.3333
778,87,87,92,0.3633,False,0.3633
779,87,87,85,0.2667,False,0.2667
780,87,87,85,0.2533,False,0.2533
781,51,51,87,0.2933,False,0.2933
782,51,51,51,0.2733,True,0.2733
783,92,92,85,0.3467,False,0.3467
784,51,51,51,0.3033,True,0.3033
785,92,92,85,0.39,False,0.39
786,92,92,92,0.3133,True,0.3133
787,87,87,87,0.2467,True,0.2467
788,109,109,85,0.2867,False,0.2867
789,87,87,92,0.27,False,0.27
790,109,109,51,0.2567,False,0.2567
791,85,85,87,0.3133,False,0.3133
792,92,92,85,0.3233,False,0.3233
793,51,51,87,0.2633,False,0.2633
794,85,85,87,0.3733,False,0.3733
795,87,87,85,0.3067,False,0.3067
796,87,87,85,0.34,False,0.34
797,92,92,92,0.2467,True,0.2467
798,92,92,51,0.3133,False,0.3133
799,87,87,109,0.3033,False,0.3033
800,87,87,85,0.3467,False,0.3467
801,85,85,109,0.3533,False,0.3533
802,92,92,85,0.52,False,0.52
803,87,87,109,0.2333,False,0.2333
804,87,87,51,0.2767,False,0.2767
805,92,92,51,0.4133,False,0.4133
806,51,51,85,0.3933,False,0.3933
807,85,85,51,0.3767,False,0.3767
808,87,87,85,0.2567,False,0.2567
809,85,85,109,0.3467,False,0.3467
810,92,92,85,0.35,False,0.35
811,85,85,85,0.36,True,0.36
812,92,92,92,0.3667,True,0.3667
813,85,85,85,0.27,True,0.27
814,87,87,109,0.4367,False,0.4367
815,85,85,51,0.37,False,0.37
816,109,109,87,0.33,False,0.33
817,109,109,85,0.29,False,0.29
818,109,109,109,0.29,True,0.29
819,109,109,51,0.3567,False,0.3567
820,109,109,109,0.3267,True,0.3267
821,92,92,87,0.32,False,0.32
822,92,92,51,0.2367,False,0.2367
823,92,92,109,0.26,False,0.26
824,87,87,51,0.27,False,0.27
825,109,109,51,0.3133,False,0.3133
826,109,109,109,0.2867,True,0.2867
827,51,51,109,0.2733,False,0.2733
828,51,51,51,0.22,True,0.22
829,51,51,85,0.3033,False,0.3033
830,85,85,51,0.2567,False,0.2567
831,85,85,85,0.3333,True,0.3333
832,51,51,51,0.38,True,0.38
833,51,51,87,0.23,False,0.23
834,87,87,85,0.3133,False,0.3133
835,51,51,85,0.3567,False,0.3567
836,51,51,92,0.26,False,0.26
837,109,109,92,0.28,False,0.28
838,87,87,92,0.2733,False,0.2733
839,87,87,51,0.3267,False,0.3267
840,109,109,87,0.3267,False,0.3267
841,85,85,87,0.2767,False,0.2767
842,109,109,92,0.3367,False,0.3367
843,51,51,51,0.2533,True,0.2533
844,87,87,109,0.2667,False,0.2667
845,87,87,109,0.2667,False,0.2667
846,92,92,109,0.4167,False,0.4167
847,92,92,51,0.23,False,0.23
848,85,85,92,0.2633,False,0.2633
849,51,51,92,0.2667,False,0.2667
850,92,92,51,0.2167,False,0.2167
851,109,109,109,0.32,True,0.32
852,87,87,85,0.44,False,0.44
853,87,87,87,0.28,True,0.28
854,51,51,87,0.2533,False,0.2533
855,85,85,85,0.2533,True,0.2533
856,51,51,92,0.2833,False,0.2833
857,85,85,51,0.24,False,0.24
858,109,109,109,0.3633,True,0.3633
859,87,87,92,0.24,False,0.24
860,92,92,87,0.2667,False,0.2667
861,85,85,51,0.2933,False,0.2933
862,51,51,87,0.2333,False,0.2333
863,87,87,87,0.2967,True,0.2967
864,85,85,92,0.3867,False,0.3867
865,87,87,85,0.3233,False,0.3233
866,109,109,85,0.2833,False,0.2833
867,92,92,109,0.2733,False,0.2733
868,92,92,85,0.3133,False,0.3133
869,109,109,87,0.25,False,0.25
870,51,51,109,0.2667,False,0.2667
871,85,85,85,0.3133,True,0.3133
872,85,85,85,0.3267,True,0.3267
873,51,51,92,0.4,False,0.4
874,85,85,87,0.29,False,0.29
875,51,51,109,0.27,False,0.27
876,87,87,51,0.2933,False,0.2933
877,85,85,85,0.28,True,0.28
878,92,92,85,0.26,False,0.26
879,51,51,51,0.2333,True,0.2333
880,87,87,51,0.3267,False,0.3267
881,92,92,87,0.32,False,0.32
882,92,92,85,0.2767,False,0.2767
883,87,87,92,0.22,False,0.22
884,109,109,109,0.2667,True,0.2667
885,51,51,51,0.2633,True,0.2633
886,109,109,85,0.3233,False,0.3233
887,87,87,51,0.4,False,0.4
888,109,109,87,0.2867,False,0.2867
889,109,109,87,0.3933,False,0.3933
890,51,51,92,0.29,False,0.29
891,92,92,109,0.2767,False,0.2767
892,51,51,51,0.23,True,0.23
893,109,109,85,0.41,False,0.41
894,109,109,85,0.3133,False,0.3133
895,109,109,87,0.2667,False,0.2667
896,51,51,87,0.3,False,0.3
897,87,87,85,0.2633,False,0.2633
898,85,85,92,0.2667,False,0.2667
899,92,92,85,0.24,False,0.24
900,92,92,109,0.3533,False,0.3533
901,109,109,109,0.2567,True,0.2567
902,85,85,85,0.2667,True,0.2667
903,92,92,85,0.2333,False,0.2333
904,92,92,92,0.28,True,0.28
905,51,51,92,0.2233,False,0.2233
906,109,109,92,0.26,False,0.26
907,92,92,92,0.35,True,0.35
908,85,85,92,0.2367,False,0.2367
909,51,51,92,0.3633,False,0.3633
910,85,85,85,0.29,True,0.29
911,92,92,51,0.3233,False,0.3233
912,109,109,85,0.45,False,0.45
913,85,85,85,0.37,True,0.37
914,109,109,109,0.2333,True,0.2333
915,87,87,85,0.26,False,0.26
916,87,87,51,0.2867,False,0.2867
917,109,109,109,0.3,True,0.3
918,87,87,51,0.24,False,0.24
919,51,51,85,0.2833,False,0.2833
920,51,51,92,0.39,False,0.39
921,109,109,109,0.2867,True,0.2867
922,92,92,51,0.2667,False,0.2667
923,109,109,51,0.27,False,0.27
924,85,85,87,0.26,False,0.26
925,87,87,109,0.26,False,0.26
926,85,85,109,0.2633,False,0.2633
927,87,87,92,0.2767,False,0.2767
928,87,87,85,0.23,False,0.23
929,87,87,85,0.39,False,0.39
930,51,51,109,0.42,False,0.42
931,92,92,85,0.33,False,0.33
932,92,92,85,0.4033,False,0.4033
933,85,85,85,0.39,True,0.39
934,87,87,109,0.3167,False,0.3167
935,85,85,87,0.32,False,0.32
936,87,87,87,0.2867,True,0.2867
937,85,85,87,0.3233,False,0.3233
938,51,51,87,0.29,False,0.29
939,109,109,92,0.3767,False,0.3767
940,92,92,109,0.2367,False,0.2367
941,109,109,87,0.3433,False,0.3433
942,87,87,109,0.26,False,0.26
943,85,85,109,0.41,False,0.41
944,85,85,87,0.33,False,0.33
945,85,85,85,0.2667,True,0.2667
946,85,85,85,0.3267,True,0.3267
947,51,51,51,0.2333,True,0.2333
948,92,92,87,0.3533,False,0.3533
949,85,85,87,0.2233,False,0.2233
950,87,87,109,0.32,False,0.32
951,51,51,87,0.2433,False,0.2433
952,85,85,92,0.25,False,0.25
953,85,85,85,0.25,True,0.25
954,85,85,85,0.28,True,0.28
955,85,85,85,0.2967,True,0.2967
956,109,109,51,0.2733,False,0.2733
957,85,85,85,0.3833,True,0.3833
958,87,87,85,0.2367,False,0.2367
959,85,85,87,0.2633,False,0.2633
960,109,109,85,0.28,False,0.28
961,85,85,85,0.2733,True,0.2733
962,87,87,109,0.2667,False,0.2667
963,85,85,92,0.3033,False,0.3033
964,109,109,85,0.2433,False,0.2433
965,92,92,85,0.24,False,0.24
966,85,85,51,0.2567,False,0.2567
967,109,109,87,0.25,False,0.25
968,85,85,51,0.2733,False,0.2733
969,51,51,87,0.2767,False,0.2767
970,92,92,92,0.2533,True,0.2533
971,87,87,109,0.3167,False,0.3167
972,87,87,85,0.2633,False,0.2633
973,87,87,51,0.24,False,0.24
974,85,85,109,0.29,False,0.29
975,87,87,51,0.2967,False,0.2967
976,85,85,109,0.2567,False,0.2567
977,87,87,87,0.3133,True,0.3133
978,87,87,51,0.3233,False,0.3233
979,85,85,85,0.3,True,0.3
980,87,87,109,0.28,False,0.28
981,92,92,85,0.2267,False,0.2267
982,85,85,109,0.28,False,0.28
983,92,92,85,0.3033,False,0.3033
984,87,87,87,0.26,True,0.26
985,92,92,85,0.34,False,0.34
986,85,85,92,0.2433,False,0.2433
987,92,92,51,0.32,False,0.32
988,51,51,85,0.2533,False,0.2533
989,87,87,92,0.29,False,0.29
990,109,109,109,0.27,True,0.27
991,87,87,85,0.24,False,0.24
992,51,51,92,0.3767,False,0.3767
993,51,51,87,0.25,False,0.25
994,87,87,92,0.2633,False,0.2633
995,92,92,109,0.3333,False,0.3333
996,92,92,92,0.2767,True,0.2767
997,92,92,85,0.3033,False,0.3033
998,51,51,85,0.3967,False,0.3967
999,92,92,85,0.2567,False,0.2567
1000,109,109,87,0.2367,False,0.2367
1001,87,87,87,0.31,True,0.31
1002,92,92,51,0.2467,False,0.2467
1003,92,92,87,0.28,False,0.28
1004,51,51,85,0.2867,False,0.2867
1005,92,92,92,0.29,True,0.29
1006,109,109,87,0.2467,False,0.2467
1007,51,51,85,0.37,False,0.37
1008,51,51,51,0.2467,True,0.2467
1009,87,87,87,0.26,True,0.26
1010,51,51,109,0.3433,False,0.3433
1011,87,87,85,0.3967,False,0.3967
1012,87,87,51,0.3267,False,0.3267
1013,87,87,85,0.2967,False,0.2967
1014,85,85,109,0.2733,False,0.2733
1015,51,51,85,0.2767,False,0.2767
1016,85,85,92,0.3433,False,0.3433
1017,92,92,51,0.3333,False,0.3333
1018,87,87,87,0.25,True,0.25
1019,92,92,87,0.2633,False,0.2633
1020,92,92,92,0.32,True,0.32
1021,87,87,51,0.2667,False,0.2667
1022,87,87,85,0.2667,False,0.2667
1023,87,87,51,0.2433,False,0.2433
1024,51,51,92,0.23,False,0.23
1025,87,87,85,0.3167,False,0.3167
1026,109,109,109,0.2733,True,0.2733
1027,92,92,87,0.2233,False,0.2233
1028,92,92,51,0.3733,False,0.3733
1029,92,92,109,0.2867,False,0.2867
1030,85,85,92,0.2867,False,0.2867
1031,87,87,92,0.2633,False,0.2633
1032,92,92,51,0.2333,False,0.2333
1033,51,51,109,0.25,False,0.25
1034,85,85,87,0.35,False,0.35
1035,87,87,87,0.24,True,0.24
1036,92,92,109,0.3933,False,0.3933
1037,92,92,85,0.2533,False,0.2533
1038,87,87,109,0.31,False,0.31
1039,92,92,85,0.3167,False,0.3167
1040,85,85,87,0.2833,False,0.2833
1041,109,109,109,0.32,True,0.32
1042,87,87,85,0.3833,False,0.3833
1043,85,85,92,0.2433,False,0.2433
1044,51,51,109,0.2533,False,0.2533
1045,87,87,109,0.3667,False,0.3667
1046,51,51,109,0.32,False,0.32
1047,87,87,85,0.26,False,0.26
1048,51,51,92,0.2967,False,0.2967
1049,87,87,85,0.38,False,0.38
1050,87,87,51,0.29,False,0.29
1051,87,87,85,0.2467,False,0.2467
1052,85,85,85,0.26,True,0.26
1053,92,92,51,0.25,False,0.25
1054,92,92,85,0.28,False,0.28
1055,85,85,87,0.4133,False,0.4133
1056,92,92,109,0.2667,False,0.2667
1057,92,92,87,0.25,False,0.25
1058,85,85,87,0.2467,False,0.2467
1059,85,85,85,0.38,True,0.38
1060,92,92,109,0.2533,False,0.2533
1061,85,85,92,0.41,False,0.41
1062,87,87,51,0.2667,False,0.2667
1063,92,92,85,0.4333,False,0.4333
1064,87,87,87,0.2867,True,0.2867
1065,92,92,85,0.2467,False,0.2467
1066,85,85,85,0.2133,True,0.2133
1067,109,109,109,0.36,True,0.36
1068,109,109,109,0.4033,True,0.4033
1069,92,92,92,0.2967,True,0.2967
1070,92,92,109,0.2533,False,0.2533
1071,92,92,85,0.2533,False,0.2533
1072,85,85,51,0.2833,False,0.2833
1073,87,87,109,0.3667,False,0.3667
1074,92,92,87,0.2533,False,0.2533
1075,51,51,92,0.3133,False,0.3133
1076,87,87,109,0.3367,False,0.3367
1077,51,51,92,0.22,False,0.22
1078,92,92,85,0.26,False,0.26
1079,87,87,109,0.2667,False,0.2667
1080,85,85,85,0.3067,True,0.3067
1081,92,92,92,0.2533,True,0.2533
1082,51,51,87,0.26,False,0.26
1083,51,51,109,0.2233,False,0.2233
1084,87,87,109,0.2567,False,0.2567
1085,87,87,85,0.25,False,0.25
1086,85,85,92,0.38,False,0.38
1087,87,87,92,0.2567,False,0.2567
1088,85,85,85,0.39,True,0.39
1089,109,109,109,0.2433,True,0.2433
1090,87,87,109,0.25,False,0.25
1091,87,87,85,0.34,False,0.34
1092,87,87,109,0.27,False,0.27
1093,85,85,85,0.4933,True,0.4933
1094,85,85,92,0.2767,False,0.2767
1095,92,92,85,0.4867,False,0.4867
1096,87,87,87,0.3167,True,0.3167
1097,109,109,85,0.2533,False,0.2533
1098,109,109,87,0.2533,False,0.2533
1099,85,85,85,0.34,True,0.34
1100,109,109,87,0.3733,False,0.3733
1101,85,85,87,0.2867,False,0.2867
1102,92,92,92,0.36,True,0.36
1103,87,87,109,0.2733,False,0.2733
1104,109,109,51,0.2533,False,0.2533
1105,109,109,51,0.2567,False,0.2567
1106,51,51,109,0.3033,False,0.3033
1107,85,85,51,0.23,False,0.23
1108,92,92,87,0.2933,False,0.2933
1109,51,51,92,0.2633,False,0.2633
1110,51,51,92,0.3867,False,0.3867
1111,92,92,87,0.3,False,0.3
1112,92,92,85,0.3133,False,0.3133
1113,85,85,109,0.3433,False,0.3433
1114,51,51,51,0.2333,True,0.2333
1115,87,87,51,0.2833,False,0.2833
1116,87,87,85,0.2433,False,0.2433
1117,87,87,87,0.3667,True,0.3667
1118,85,85,87,0.4067,False,0.4067
1119,92,92,85,0.24,False,0.24
1120,92,92,109,0.2567,False,0.2567
1121,92,92,87,0.28,False,0.28
1122,51,51,87,0.3667,False,0.3667
1123,109,109,109,0.28,True,0.28
1124,51,51,92,0.2933,False,0.2933
1125,87,87,51,0.22,False,0.22
1126,87,87,87,0.2667,True,0.2667
1127,92,92,92,0.3167,True,0.3167
1128,109,109,85,0.4,False,0.4
1129,109,109,87,0.3033,False,0.3033
1130,51,51,51,0.3,True,0.3
1131,85,85,92,0.2433,False,0.2433
1132,85,85,87,0.2367,False,0.2367
1133,85,85,85,0.4533,True,0.4533
1134,85,85,85,0.2333,True,0.2333
1135,87,87,92,0.2767,False,0.2767
1136,109,109,87,0.2833,False,0.2833
1137,87,87,85,0.25,False,0.25
1138,92,92,85,0.3133,False,0.3133
1139,92,92,109,0.4567,False,0.4567
1140,92,92,109,0.2867,False,0.2867
1141,92,92,51,0.2733,False,0.2733
1142,85,85,85,0.27,True,0.27
1143,85,85,87,0.2333,False,0.2333
1144,87,87,87,0.2367,True,0.2367
1145,92,92,109,0.3033,False,0.3033
1146,109,109,51,0.36,False,0.36
1147,85,85,85,0.26,True,0.26
1148,92,92,87,0.3067,False,0.3067
1149,87,87,92,0.3867,False,0.3867
1150,51,51,109,0.3367,False,0.3367
1151,51,51,92,0.3,False,0.3
1152,92,92,51,0.26,False,0.26
1153,109,109,109,0.2567,True,0.2567
1154,109,109,92,0.2567,False,0.2567
1155,51,51,51,0.2733,True,0.2733
1156,109,109,109,0.44,True,0.44
1157,92,92,85,0.3333,False,0.3333
1158,51,51,85,0.2533,False,0.2533
1159,87,87,92,0.2567,False,0.2567
1160,109,109,87,0.36,False,0.36
1161,109,109,109,0.2467,True,0.2467
1162,87,87,85,0.2933,False,0.2933
1163,87,87,51,0.2867,False,0.2867
1164,109,109,87,0.34,False,0.34
1165,92,92,109,0.2867,False,0.2867
1166,51,51,92,0.3633,False,0.3633
1167,109,109,85,0.3833,False,0.3833
1168,92,92,109,0.3567,False,0.3567
1169,51,51,85,0.2333,False,0.2333
1170,109,109,109,0.2733,True,0.2733
1171,92,92,87,0.3,False,0.3
1172,51,51,87,0.2867,False,0.2867
1173,85,85,87,0.2933,False,0.2933
1174,92,92,92,0.33,True,0.33
1175,109,109,109,0.26,True,0.26
1176,85,85,85,0.2733,True,0.2733
1177,87,87,85,0.32,False,0.32
1178,85,85,109,0.24,False,0.24
1179,85,85,85,0.28,True,0.28
1180,109,109,109,0.39,True,0.39
1181,51,51,92,0.25,False,0.25
1182,51,51,51,0.2133,True,0.2133
1183,85,85,92,0.23,False,0.23
1184,85,85,109,0.3467,False,0.3467
1185,85,85,85,0.4,True,0.4
1186,51,51,85,0.32,False,0.32
1187,85,85,51,0.29,False,0.29
1188,109,109,87,0.29,False,0.29
1189,85,85,85,0.3767,True,0.3767
1190,85,85,87,0.22,False,0.22
1191,85,85,51,0.3267,False,0.3267
1192,51,51,109,0.3667,False,0.3667
1193,85,85,92,0.25,False,0.25
1194,109,109,85,0.2633,False,0.2633
1195,92,92,85,0.3933,False,0.3933
1196,87,87,92,0.3633,False,0.3633
1197,87,87,92,0.32,False,0.32
1198,85,85,85,0.5067,True,0.5067
1199,92,92,85,0.4733,False,0.4733
1200,85,85,85,0.33,True,0.33
1201,51,51,51,0.3533,True,0.3533
1202,109,109,85,0.25,False,0.25
1203,87,87,87,0.2567,True,0.2567
1204,87,87,92,0.26,False,0.26
1205,51,51,92,0.2467,False,0.2467
1206,85,85,109,0.2633,False,0.2633
1207,85,85,51,0.2533,False,0.2533
1208,109,109,92,0.2933,False,0.2933
1209,51,51,92,0.2733,False,0.2733
1210,51,51,92,0.2433,False,0.2433
1211,51,51,85,0.2567,False,0.2567
1212,109,109,85,0.26,False,0.26
1213,85,85,51,0.2467,False,0.2467
1214,85,85,87,0.3433,False,0.3433
1215,51,51,51,0.3867,True,0.3867
1216,85,85,109,0.3233,False,0.3233
1217,92,92,87,0.2833,False,0.2833
1218,87,87,51,0.2633,False,0.2633
1219,109,109,87,0.2667,False,0.2667
1220,92,92,109,0.3,False,0.3
1221,92,92,85,0.38,False,0.38
1222,92,92,87,0.3267,False,0.3267
1223,51,51,87,0.36,False,0.36
1224,109,109,109,0.2333,True,0.2333
1225,85,85,85,0.2533,True,0.2533
1226,109,109,85,0.3033,False,0.3033
1227,85,85,109,0.2467,False,0.2467
1228,92,92,85,0.2433,False,0.2433
1229,92,92,92,0.2567,True,0.2567
1230,85,85,92,0.3367,False,0.3367
1231,92,92,109,0.3167,False,0.3167
1232,92,92,87,0.3133,False,0.3133
